sparsity,length,time_create_append,time_get_at_rank,time_get_at_index,time_num_elem_at,space,saving
0.200000,905000,5.879488,0.000117,0.000079,0.000070,8241600,23175040
0.200000,910000,6.011392,0.000117,0.000083,0.000069,8305808,23293856
0.200000,915000,6.418569,0.000147,0.000085,0.000074,8393328,23397216
0.200000,920000,6.459509,0.000110,0.000078,0.000074,8410928,23547104
0.200000,925000,6.675775,0.000125,0.000112,0.000076,8471648,23668288
0.200000,930000,7.230846,0.000130,0.000084,0.000079,8506464,23806784
0.200000,935000,7.537575,0.000137,0.000089,0.000083,8546880,23941504
0.200000,940000,7.583814,0.000099,0.000083,0.000081,8584128,24078336
0.200000,945000,7.628597,0.000154,0.000089,0.000083,8670672,24182304
0.200000,950000,7.686611,0.000202,0.000095,0.000083,8676864,24339840
0.200000,955000,7.888924,0.000179,0.000086,0.000084,8755440,24449120
0.200000,960000,7.956242,0.000136,0.000088,0.000084,8789344,24588224
0.200000,965000,8.746385,0.000154,0.000099,0.000105,8888704,24683648
0.200000,970000,8.654253,0.000164,0.000099,0.000088,8900640,24837312
0.200000,975000,9.464637,0.000347,0.000115,0.000178,8958336,24960512
0.200000,980000,10.589779,0.000175,0.000111,0.000101,8989344,25101504
0.200000,985000,10.153013,0.000083,0.000102,0.000102,9062640,25214304
0.200000,990000,10.270443,0.000184,0.000110,0.000101,9135072,25327680
0.200000,995000,10.338971,0.000166,0.000103,0.000100,9136288,25488576
0.200000,1000000,10.497113,0.000179,0.000106,0.000101,9244624,25578016
